UNIT NAME,"INTERCONNECTION REQUEST
 NUMBER (INR)",UNIT CODE,TECHNOLOGY,FUEL,CDR STATUS,CDR RESOURCE ATTRIBUTE ,COUNTY,ZONE,"IN-SERVICE
DATE","INSTALLED CAPACITY
(MW)"
DECORDOVA BESS U4,,DCSES_BES4,BA,STORAGE,OPER,CONV,HOOD,NORTH,5/3/2022, 64.2 
DIBOLL BESS (DGR),,DIBOL_BESS,BA,STORAGE,OPER,CONV-DGR,ANGELINA,NORTH,2/15/2023, 10.0 
EUNICE STORAGE,,EUNICE_BES1,BA,STORAGE,OPER,CONV,ANDREWS,WEST,12/31/2020, 40.3 
FALFURRIAS BESS (DGR),,FALFUR_BESS,BA,STORAGE,OPER,CONV-DGR,BROOKS,SOUTH,6/20/2024, 9.9 
FARMERSVILLE BESS (DGR),,FRMRSVLW_BESS,BA,STORAGE,OPER,CONV-DGR,COLLIN,NORTH,2/22/2024, 9.9 
FAULKNER BESS (DGR),,FAULKNER_BESS,BA,STORAGE,OPER,CONV-DGR,REEVES,WEST,8/15/2022, 10.0 
FIVE WELLS STORAGE,,FIVEWSLR_BESS1,BA,STORAGE,OPER,CONV,BELL,NORTH,3/15/2024, 228.5 
GARDEN CITY EAST BESS (DGR),,GRDNE_BESS,BA,STORAGE,OPER,CONV-DGR,GLASSCOCK,WEST,10/13/2023, 10.0 
GEORGETOWN SOUTH (RABBIT HILL ESS) (DGR),,GEORSO_ESS_1,BA,STORAGE,OPER,CONV-DGR,WILLIAMSON,SOUTH,11/12/2019, 9.9 
GOMEZ BESS (DGR),,GOMZ_BESS,BA,STORAGE,OPER,CONV-DGR,REEVES,WEST,6/15/2023, 10.0 
HAMILTON BESS (DGR) U1,,HAMILTON_BESS,BA,STORAGE,OPER,CONV-DGR,VAL VERDE,WEST,8/15/2023, 9.9 
HOLCOMB BESS (DGR),,HOLCOMB_BESS,BA,STORAGE,OPER,CONV-DGR,LA SALLE,SOUTH,9/15/2022, 10.0 
INADALE ESS,,INDL_ESS,BA,STORAGE,OPER,CONV,NOLAN,WEST,12/4/2017, 9.9 
JUDKINS BESS (DGR),,JDKNS_BESS,BA,STORAGE,OPER,CONV-DGR,ECTOR,WEST,3/21/2024, 10.0 
JUNCTION BESS (DGR),,JUNCTION_BESS,BA,STORAGE,OPER,CONV-DGR,KIMBLE,SOUTH,6/14/2023, 10.0 
LONESTAR BESS (DGR),,LONESTAR_BESS,BA,STORAGE,OPER,CONV-DGR,WARD,WEST,9/15/2022, 10.0 
LUFKIN SOUTH BESS (DGR),,LFSTH_BESS,BA,STORAGE,OPER,CONV-DGR,ANGELINA,NORTH,3/21/2024, 10.0 
MAINLAND BESS (DGR),,MAINLAND_BESS,BA,STORAGE,OPER,CONV-DGR,GALVESTON,HOUSTON,5/24/2024, 9.9 
MINERAL WELLS EAST BESS (DGR),,MNWLE_BESS,BA,STORAGE,OPER,CONV-DGR,PALO PINTO,NORTH,10/13/2023, 10.0 
MU ENERGY STORAGE SYSTEM,,DG_MU_ESS_MU_ESS,BA,STORAGE,OPER,CONV,TRAVIS,SOUTH,7/23/2018, 1.5 
NOBLE STORAGE U1,,NOBLESLR_BESS1,BA,STORAGE,OPER,CONV,DENTON,NORTH,8/1/2022, 63.5 
NOBLE STORAGE U2,,NOBLESLR_BESS2,BA,STORAGE,OPER,CONV,DENTON,NORTH,8/1/2022, 63.5 
NORTH ALAMO BESS (DGR),,N_ALAMO_BESS,BA,STORAGE,OPER,CONV-DGR,HIDALGO,SOUTH,7/3/2023, 10.0 
NORTH COLUMBIA (ROUGHNECK STORAGE),,NCO_ESS1,BA,STORAGE,OPER,CONV,BRAZORIA,COASTAL,7/1/2021, 51.8 
NORTH FORK,,NF_BRP_BES1,BA,STORAGE,OPER,CONV,WILLIAMSON,SOUTH,5/15/2021, 100.5 
NORTH MERCEDES BESS (DGR),,N_MERCED_BESS,BA,STORAGE,OPER,CONV-DGR,HIDALGO,SOUTH,9/3/2023, 10.0 
NOTREES BATTERY FACILITY,,NWF_NBS,BA,STORAGE,OPER,CONV,WINKLER,WEST,10/1/2012, 36.0 
OLNEY BESS (DGR),,OLNEYTN_BESS,BA,STORAGE,OPER,CONV-DGR,YOUNG,WEST,6/15/2023, 10.0 
PAULINE BESS (DGR),,PAULN_BESS,BA,STORAGE,OPER,CONV-DGR,HENDERSON,NORTH,2/22/2024, 10.0 
PAVLOV BESS (DGR),,PAVLOV_BESS,BA,STORAGE,OPER,CONV-DGR,MATAGORDA,COASTAL,5/24/2024, 9.9 
PORT LAVACA BATTERY (DGR),,PRTLAVS_BESS1,BA,STORAGE,OPER,CONV-DGR,CALHOUN,COASTAL,12/3/2019, 9.9 
PYRON BESS 2A,,PYR_ESS2A,BA,STORAGE,OPER,CONV,NOLAN,WEST,12/1/2022, 15.1 
PYRON BESS 2B,,PYR_ESS2B,BA,STORAGE,OPER,CONV,NOLAN,WEST,12/1/2022, 15.1 
PYRON ESS,,PYR_ESS,BA,STORAGE,OPER,CONV,NOLAN,WEST,12/8/2017, 9.9 
RATTLESNAKE BESS (DGR),,RTLSNAKE_BESS,BA,STORAGE,OPER,CONV-DGR,WARD,WEST,9/15/2022, 10.0 
REGIS MOORE FIELD BESS,,MOORE_FL_BESS1,BA,STORAGE,OPER,CONV,HIDALGO,SOUTH,5/24/2024, 9.9 
REPUBLIC ROAD STORAGE,,RPUBRDS_ESS1,BA,STORAGE,OPER,CONV,ROBERTSON,NORTH,10/29/2021, 51.8 
RIVER BEND (BRAZOS BEND BESS),,RBN_BESS1,BA,STORAGE,OPER,CONV,FORT BEND,HOUSTON,5/31/2024, 101.6 
SADDLEBACK BESS (DGR),,SADLBACK_BESS,BA,STORAGE,OPER,CONV-DGR,REEVES,WEST,8/15/2022, 10.0 
SCREWBEAN BESS (DGR),,SBEAN_BESS,BA,STORAGE,OPER,CONV-DGR,CULBERSON,WEST,9/15/2022, 10.0 
SHEEP CREEK STORAGE,,SHEEPCRK_BESS1,BA,STORAGE,OPER,CONV,EASTLAND,NORTH,7/1/2024, 142.1 
SILICON HILL STORAGE U1,,SLCNHLS_ESS1,BA,STORAGE,OPER,CONV,TRAVIS,SOUTH,6/15/2021, 51.8 
SILICON HILL STORAGE U2,,SLCNHLS_ESS2,BA,STORAGE,OPER,CONV,TRAVIS,SOUTH,6/15/2021, 51.8 
SMT ELSA (DGR),,ELSA_BESS,BA,STORAGE,OPER,CONV-DGR,HIDALGO,SOUTH,9/3/2023, 10.0 
SMT GARCENO BESS (DGR),,GARCENO_BESS,BA,STORAGE,OPER,CONV-DGR,MATAGORDA,COASTAL,9/3/2023, 10.0 
SMT LOS FRESNOS (DGR),,L_FRESNO_BESS,BA,STORAGE,OPER,CONV-DGR,CAMERON,COASTAL,9/3/2023, 10.0 
SMT MAYBERRY BESS (DGR),,MAYBERRY_BESS,BA,STORAGE,OPER,CONV-DGR,HIDALGO,SOUTH,9/3/2023, 10.0 
SMT RIO GRANDE CITY BESS (DGR),,RIO_GRAN_BESS,BA,STORAGE,OPER,CONV-DGR,STARR,SOUTH,9/3/2023, 10.0 
SMT SANTA ROSA (DGR),,S_SNROSA_BESS,BA,STORAGE,OPER,CONV-DGR,CAMERON,COASTAL,9/3/2023, 10.0 
SP TX-12B BESS,,SPTX12B_BES1,BA,STORAGE,OPER,CONV,UPTON,WEST,11/22/2021, 25.1 
SUN VALLEY BESS U1,,SUNVASLR_BESS1,BA,STORAGE,OPER,CONV,HILL,NORTH,9/10/2023, 54.1 
SUN VALLEY BESS U2,,SUNVASLR_BESS2,BA,STORAGE,OPER,CONV,HILL,NORTH,9/10/2023, 47.3 
TOYAH POWER STATION (DGR),,TOYAH_BESS,BA,STORAGE,OPER,CONV-DGR,REEVES,WEST,7/15/2021, 10.0 
VAL VERDE BESS (DGR),,MV_VALV4_BESS,BA,STORAGE,OPER,CONV-DGR,HIDALGO,SOUTH,7/13/2023, 9.9 
WEST COLUMBIA (PROSPECT STORAGE) (DGR),,WCOLLOCL_BSS_U1,BA,STORAGE,OPER,CONV-DGR,BRAZORIA,COASTAL,12/12/2019, 9.9 
WEST HARLINGEN BESS (DGR),,W_HARLIN_BESS,BA,STORAGE,OPER,CONV-DGR,CAMERON,COASTAL,9/3/2023, 10.0 
WEIL TRACT BESS,,WEIL_TRC_BESS,BA,STORAGE,OPER,CONV-DGR,NUECES,COASTAL,10/13/2023, 10.0 
WOLF TANK STORAGE,,WFTANK_ESS1,BA,STORAGE,OPER,CONV,WEBB,SOUTH,3/15/2023, 150.4 
AL PASTOR BESS,24INR0273,ALP_BESS_BESS1,BA,STORAGE,OPER-SYN,CONV,DAWSON,WEST,11/6/2024, 103.1 
ANGELO STORAGE,23INR0418,ANG_SLR_BESS1,BA,STORAGE,OPER-SYN,CONV,TOM GREEN,WEST,11/15/2024, 103.0 
BRP TORTOLAS BESS,23INR0072,TORT_ESS_BESS1,BA,STORAGE,OPER-SYN,CONV,BRAZORIA,COASTAL,10/29/2024, 50.3 
FARMERSVILLE WEST BESS  2,23INR0618,FRMRSVL1_BES2,BA,STORAGE,OPER-SYN,CONV-DGR,COLLIN,NORTH,11/30/2024, 9.9 
GREAT KISKADEE STORAGE,23INR0166,GKS_BESS_BESS1,BA,STORAGE,OPER-SYN,CONV,HIDALGO,SOUTH,11/15/2024, 100.0 
GREGORY BESS,23INR0539,GREGORY_BESS1,BA,STORAGE,OPER-SYN,CONV-DGR,SAN PATRICIO,COASTAL,11/11/2024, 9.9 
HOLY ESS U1,24INR0147,HLY_BESS1,BA,STORAGE,OPER-SYN,CONV,HARRIS,HOUSTON,10/26/2024, 104.7 
HOLY ESS U2,24INR0147,HLY_BESS2,BA,STORAGE,OPER-SYN,CONV,HARRIS,HOUSTON,10/26/2024, 104.7 
JUNCTION NORTH BESS,23INR0619,JUNORTH1_BES1,BA,STORAGE,OPER-SYN,CONV-DGR,KIMBLE,SOUTH,11/30/2024, 9.9 
LIGGETT SWITCH BESS,24INR0660,LIGSW_BESS1,BA,STORAGE,OPER-SYN,CONV-DGR,DALLAS,NORTH,12/16/2024, 9.9 
MIDWAY BESS U1,23INR0688,MIDWY_BESS1,BA,STORAGE,OPER-SYN,CONV-DGR,ECTOR,WEST,3/7/2025, 10.0 
REGIS PALACIOS BESS,22INR0602,PALACIOS_BESS1,BA,STORAGE,OPER-SYN,CONV-DGR,MATAGORDA,COASTAL,11/22/2024, 9.9 
RUSSEK STREET BESS (DGR),24INR0614,RUSSEKST_BESS,BA,STORAGE,OPER-SYN,CONV-DGR,REAGAN,WEST,11/22/2024, 9.9 
ANTLIA BESS,22INR0349,,BA,STORAGE,PLAN,CONV,VAL VERDE,WEST,3/31/2025, 72.4 
ARROYO STORAGE,24INR0306,,BA,STORAGE,PLAN,CONV,CAMERON,COASTAL,8/9/2025, 183.8 
AVILA BESS,23INR0287,,BA,STORAGE,PLAN,CONV,PECOS,WEST,5/1/2025, 164.3 
BERKMAN STORAGE,24INR0395,,BA,STORAGE,PLAN,CONV,GALVESTON,HOUSTON,4/30/2027, 150.9 
BEXAR ESS,23INR0381,,BA,STORAGE,PLAN,CONV,BEXAR,SOUTH,6/23/2025, 102.6 
BURKSOL BESS (DONEGAL BESS),23INR0103,,BA,STORAGE,PLAN,CONV,DICKENS,PANHANDLE,3/12/2025, 103.3 
CACHI BESS,22INR0388,,BA,STORAGE,PLAN,CONV,GUADALUPE,SOUTH,3/31/2025, 205.5 
CANTALOUPE STORAGE,23INR0117,,BA,STORAGE,PLAN,CONV,REEVES,WEST,7/1/2028, 251.1 
CANVASBACK BESS,25INR0160,,BA,STORAGE,PLAN,CONV,CALHOUN,COASTAL,6/15/2027, 150.5 
CARAMBOLA BESS (SMT MCALLEN II),24INR0436,,BA,STORAGE,PLAN,CONV,HIDALGO,SOUTH,5/31/2026, 97.4 
CARINA BESS,22INR0353,,BA,STORAGE,PLAN,CONV,NUECES,COASTAL,3/19/2025, 154.1 
CONEFLOWER STORAGE PROJECT,23INR0425,,BA,STORAGE,PLAN,CONV,CHAMBERS,HOUSTON,2/3/2027, 178.9 
COTTONWOOD BAYOU STORAGE,21INR0443,,BA,STORAGE,PLAN,CONV,BRAZORIA,COASTAL,6/12/2025, 153.0 
DAMON STORAGE,23INR0523,,BA,STORAGE,PLAN,CONV,BRAZORIA,COASTAL,12/16/2024, 5.0 
DESNA BESS,24INR0128,,BA,STORAGE,PLAN,CONV,BRAZORIA,COASTAL,6/1/2025, 205.5 
DOGFISH BESS,23INR0219,,BA,STORAGE,PLAN,CONV,PECOS,WEST,4/16/2025, 78.2 
EVAL STORAGE,22INR0401,,BA,STORAGE,PLAN,CONV,CAMERON,COASTAL,12/31/2028, 255.0 
FALFUR BESS (DGR),24INR0593,,BA,STORAGE,PLAN,CONV-DGR,BROOKS,SOUTH,2/15/2025, 9.8 
FORT MASON BESS,23INR0500,,BA,STORAGE,PLAN,CONV-DGR,MASON,SOUTH,3/4/2025, 9.8 
JARVIS BESS,24INR0265,,BA,STORAGE,PLAN,CONV,BRAZORIA,COASTAL,12/23/2024, 308.4 
LAURELES BESS (DGR),23INR0499,,BA,STORAGE,PLAN,CONV-DGR,CAMERON,COASTAL,3/28/2025, 9.8 
MAYBERRY II BESS,23INR0807,,BA,STORAGE,PLAN,CONV-DGR,HIDALGO,SOUTH,12/31/2024, 9.9 
MEDINA LAKE BESS (DGR),24INR0499,,BA,STORAGE,PLAN,CONV-DGR,BANDERA,SOUTH,12/31/2024, 9.8 
MILTON BESS (DGR),23INR0552,,BA,STORAGE,PLAN,CONV-DGR,KARNES,SOUTH,4/15/2025, 9.9 
MUENSTER BESS,22INR0590,,BA,STORAGE,PLAN,CONV-DGR,COOKE,NORTH,3/4/2025, 9.9 
PHOTON BESS2,25INR0691,,BA,STORAGE,PLAN,CONV,WHARTON,SOUTH,11/28/2025, 152.7 
PINE FOREST BESS,22INR0526,,BA,STORAGE,PLAN,CONV,HOPKINS,NORTH,10/29/2025, 200.7 
PINTAIL PASS BESS,24INR0302,,BA,STORAGE,PLAN,CONV,SAN PATRICIO,COASTAL,8/27/2025, 207.3 
RAMSEY STORAGE,21INR0505,,BA,STORAGE,PLAN,CONV,WHARTON,SOUTH,12/31/2027, 510.4 
RYAN ENERGY STORAGE,20INR0246,,BA,STORAGE,PLAN,CONV,CORYELL,NORTH,3/31/2027, 50.0 
SHAMROCK ENERGY STORAGE (SLF),24INR0568,,BA,STORAGE,PLAN,CONV,CROCKETT,WEST,3/31/2025, 99.3 
SOHO BESS,23INR0419,,BA,STORAGE,PLAN,CONV,BRAZORIA,COASTAL,6/28/2025, 206.3 
SOHO II BESS,25INR0162,,BA,STORAGE,PLAN,CONV,BRAZORIA,COASTAL,3/2/2026, 206.3 
SOWERS STORAGE,22INR0552,,BA,STORAGE,PLAN,CONV,KAUFMAN,NORTH,12/1/2025, 205.0 
TANZANITE STORAGE,22INR0549,,BA,STORAGE,PLAN,CONV,HENDERSON,NORTH,3/20/2025, 265.8 
TORRECILLAS BESS,23INR0529,,BA,STORAGE,PLAN,CONV-TGR,WEBB,SOUTH,2/7/2025, 9.9 
TYNAN BESS,24INR0759,,BA,STORAGE,PLAN,CONV-DGR,BEE,SOUTH,11/27/2024, 9.9 
XE MURAT STORAGE,24INR0329,,BA,STORAGE,PLAN,CONV,HARRIS,HOUSTON,3/1/2025, 60.1 
YAUPON STORAGE SLF,24INR0169,,BA,STORAGE,PLAN,CONV,MILAM,SOUTH,7/1/2028, 102.0 
ZEYA BESS,23INR0290,,BA,STORAGE,PLAN,CONV,GALVESTON,HOUSTON,6/1/2025, 255.3 
ANCHOR BESS U1,,ANCHOR_BESS1,BA,STORAGE,OPER,CONV,CALLAHAN,WEST,2/25/2022, 35.2 
ANCHOR BESS U2,,ANCHOR_BESS2,BA,STORAGE,OPER,CONV,CALLAHAN,WEST,2/25/2022, 36.3 
ANEMOI ENERGY STORAGE,,ANEM_ESS_BESS1,BA,STORAGE,OPER,CONV,HIDALGO,SOUTH,5/14/2024, 200.9 
AZURE SKY BESS,,AZURE_BESS1,BA,STORAGE,OPER,CONV,HASKELL,WEST,8/9/2021, 77.6 
BELDING TNP (TRIPLE BUTTE BATTERY) (DGR),,BELD_BELU1,BA,STORAGE,OPER,CONV-DGR,PECOS,WEST,4/8/2021, 9.2 
BLUE JAY BESS,,BLUEJAY_BESS1,BA,STORAGE,OPER,CONV,GRIMES,NORTH,11/17/2022, 51.6 
BOCO BESS,,BOCO_ESS_ESS1,BA,STORAGE,OPER,CONV,BORDEN,WEST,6/22/2024, 154.0 
CALLISTO I ENERGY CENTER U1,,CLO_BESS1,BA,STORAGE,OPER,CONV,HARRIS,HOUSTON,9/1/2024, 101.5 
CALLISTO I ENERGY CENTER U2,,CLO_BESS2,BA,STORAGE,OPER,CONV,HARRIS,HOUSTON,9/1/2024, 101.5 
EBONY ENERGY STORAGE,,EBNY_ESS_BESS1,BA,STORAGE,OPER,CONV,COMAL,SOUTH,4/1/2024, 201.2 
ENDURANCE PARK STORAGE,,ENDPARKS_ESS1,BA,STORAGE,OPER,CONV,SCURRY,WEST,11/1/2022, 51.5 
FENCE POST BESS U1,,FENCESLR_BESS1,BA,STORAGE,OPER,CONV,NAVARRO,NORTH,3/3/2023, 72.0 
FLAT TOP BATTERY (DGR),,FLAT_TOP_FLATU1,BA,STORAGE,OPER,CONV-DGR,REEVES,WEST,5/5/2020, 9.9 
FLOWER VALLEY II BATT,,FLOWERII_BESS1,BA,STORAGE,OPER,CONV,REEVES,WEST,8/1/2021, 101.5 
GAMBIT BATTERY,,GAMBIT_BESS1,BA,STORAGE,OPER,CONV,BRAZORIA,COASTAL,6/1/2021, 102.4 
GIGA TEXAS ENERGY STORAGE,,GIGA_ESS_BESS_1,BA,STORAGE,OPER,CONV,TRAVIS,SOUTH,12/15/2023, 125.3 
HIGH LONESOME BESS,,HI_LONEB_BESS1,BA,STORAGE,OPER,CONV,CROCKETT,WEST,7/27/2022, 51.1 
HOEFSROAD BESS (DGR),,HRBESS_BESS,BA,STORAGE,OPER,CONV-DGR,REEVES,WEST,10/7/2020, 2.0 
HOUSE MOUNTAIN BESS,,HOUSEMTN_BESS1,BA,STORAGE,OPER,CONV,BREWSTER,WEST,7/29/2023, 61.5 
HUMMINGBIRD STORAGE,,HMNG_ESS_BESS1,BA,STORAGE,OPER,CONV,DENTON,NORTH,2/24/2024, 100.4 
JOHNSON CITY BESS (DGR),,JOHNCI_UNIT_1,BA,STORAGE,OPER,CONV-DGR,BLANCO,SOUTH,8/5/2020, 2.3 
KINGSBERY ENERGY STORAGE SYSTEM,,DG_KB_ESS_KB_ESS,BA,STORAGE,OPER,CONV,TRAVIS,SOUTH,12/1/2017, 1.5 
LILY STORAGE,,LILY_BESS1,BA,STORAGE,OPER,CONV,KAUFMAN,NORTH,6/1/2021, 51.7 
LIMOUSIN OAK STORAGE,,LMO_BESS1,BA,STORAGE,OPER,CONV,GRIMES,NORTH,2/23/2024, 100.4 
MUSTANG CREEK STORAGE,,MUSTNGCK_BES1,BA,STORAGE,OPER,CONV,JACKSON,SOUTH,3/29/2023, 71.5 
PYOTE TNP (SWOOSE BATTERY) (DGR),,PYOTE_SWOOSEU1,BA,STORAGE,OPER,CONV-DGR,WARD,WEST,2/5/2021, 9.9 
QUEEN BESS,,QUEEN_BA_BESS1,BA,STORAGE,OPER,CONV,UPTON,WEST,5/31/2022, 51.1 
RIVER VALLEY STORAGE U1,,RVRVLYS_ESS1,BA,STORAGE,OPER,CONV,WILLIAMSON,SOUTH,11/1/2022, 51.5 
EAST TIE,,DC_E,MWH,MWH,OPER,DC-TIE,FANNIN,NORTH,, 600.0 
NORTH TIE,,DC_N,MWH,MWH,OPER,DC-TIE,WILBARGER,WEST,, 220.0 
LAREDO VFT TIE,,DC_L,MWH,MWH,OPER,DC-TIE,WEBB,SOUTH,, 100.0 
SHARYLAND RAILROAD TIE,,DC_R,MWH,MWH,OPER,DC-TIE,HIDALGO,SOUTH,, 300.0 
CALPINE FREESTONE PEAKER 1 (TEF),26INR0049,,GT,GAS,PLAN,CONV,FREESTONE,NORTH,5/1/2026, 229.5 
CALPINE FREESTONE PEAKER 2 (TEF),26INR0109,,GT,GAS,PLAN,CONV,FREESTONE,NORTH,5/1/2026, 229.5 
CEDAR BAYOU5 (TEF),23INR0029,,CC,GAS,PLAN,CONV,CHAMBERS,HOUSTON,12/15/2027, 721.0 
NRG THW GT 345 (TEF),24INR0482,,GT,GAS,PLAN,CONV,HARRIS,HOUSTON,5/1/2026, 456.0 
COYOTE SPRINGS AGR1 (DGR),24INR0645,,IC,DIESEL,PLAN,CONV-DGR,REEVES,WEST,1/8/2025, 9.9 
ENCHANTED ROCK NEWPP,22INR0546,,IC,GAS,PLAN,CONV,HARRIS,HOUSTON,6/6/2025, 30.0 
FRIENDSWOOD G CTG 2,24INR0456,,GT,GAS,PLAN,CONV,HARRIS,HOUSTON,7/1/2025, 143.7 
OLNEY AGR1 (DGR),24INR0647,,IC,DIESEL,PLAN,CONV-DGR,YOUNG,WEST,1/31/2025, 9.9 
SADDLEBACK AGR1 (DGR),24INR0646,,IC,DIESEL,PLAN,CONV-DGR,REEVES,WEST,1/8/2025, 9.9 
UHLAND MAXWELL (TIMMERMAN POWER PLANT),25INR0223,,CC,GAS,PLAN,CONV,CALDWELL,SOUTH,6/27/2025, 188.4 
AQUILLA LAKE 3 WIND,22INR0499,,WT,WIND-O,PLAN,CONV,HILL,NORTH,4/9/2027, 308.0 
BIG SAMPSON WIND,16INR0104,,WT,WIND-O,PLAN,CONV,CROCKETT,WEST,10/4/2025, 265.4 
CAROL WIND,20INR0217,,WT,WIND-P,PLAN,CONV,POTTER,PANHANDLE,4/15/2026, 165.4 
GOODNIGHT WIND II,23INR0637,,WT,WIND-P,PLAN,CONV,ARMSTRONG,PANHANDLE,2/27/2026, 259.2 
HART  WIND 2,24INR0116,,WT,WIND-P,PLAN,CONV,CASTRO,PANHANDLE,9/1/2025, 166.4 
HONEY MESQUITE WIND FARM,26INR0447,,WT,WIND-O,PLAN,CONV,GLASSCOCK,WEST,12/31/2026, 155.1 
LA CASA WIND,21INR0240,,WT,WIND-O,PLAN,CONV,STEPHENS,NORTH,6/30/2025, 148.4 
MONTE ALTO I WIND,19INR0022,,WT,WIND-C,PLAN,CONV,WILLACY,COASTAL,10/1/2026, 141.5 
MONTE ALTO 2 WIND,19INR0023,,WT,WIND-C,PLAN,CONV,WILLACY,COASTAL,10/1/2026, 307.9 
MONTE CRISTO 1 WIND,19INR0054,,WT,WIND-O,PLAN,CONV,HIDALGO,SOUTH,8/20/2025, 234.5 
PEYTON CREEK WIND II,20INR0155,,WT,WIND-C,PLAN,CONV,MATAGORDA,COASTAL,2/14/2025, 241.2 
RAY GULF WIND,22INR0517,,WT,WIND-O,PLAN,CONV,WHARTON,SOUTH,6/30/2025, 199.5 
RUBICON ALPHA WIND,24INR0291,,WT,WIND-O,PLAN,CONV,HASKELL,WEST,7/1/2027, 225.6 
SIETE,20INR0047,,WT,WIND-O,PLAN,CONV,WEBB,SOUTH,10/31/2026, 375.1 
YELLOW CAT WIND,25INR0018,,WT,WIND-O,PLAN,CONV,NAVARRO,NORTH,3/31/2026, 300.0 
ALILA SOLAR,23INR0093,,PV,SOLAR-O,PLAN,CONV,SAN PATRICIO,COASTAL,5/15/2026, 256.5 
ANGUS SOLAR,20INR0035,,PV,SOLAR-O,PLAN,CONV,BOSQUE,NORTH,4/1/2026, 112.0 
"ANSON SOLAR CENTER, PHASE II",20INR0242,,PV,SOLAR-W,PLAN,CONV,JONES,WEST,12/1/2025, 200.9 
ARGENTA SOLAR,25INR0060,,PV,SOLAR-O,PLAN,CONV,BEE,SOUTH,7/1/2026, 325.0 
ARMADILLO SOLAR,21INR0421,,PV,SOLAR-O,PLAN,CONV,NAVARRO,NORTH,12/31/2026, 200.1 
ARROYO SOLAR,20INR0086,,PV,SOLAR-O,PLAN,CONV,CAMERON,COASTAL,2/22/2028, 100.0 
ASH CREEK SOLAR,21INR0379,,PV,SOLAR-O,PLAN,CONV,HILL,NORTH,4/28/2025, 417.7 
AUSTIN BAYOU SOLAR,25INR0102,,PV,SOLAR-O,PLAN,CONV,BRAZORIA,COASTAL,6/1/2027, 753.4 
AZALEA SPRINGS SOLAR,19INR0110,,PV,SOLAR-O,PLAN,CONV,ANGELINA,NORTH,5/31/2025, 181.0 
BLEVINS SOLAR,23INR0118,,PV,SOLAR-O,PLAN,CONV,FALLS,NORTH,7/1/2025, 271.6 
BLUE SKY SOL,22INR0455,,PV,SOLAR-W,PLAN,CONV,CROCKETT,WEST,2/15/2025, 101.2 
MILLER'S BRANCH I,22INR0270,,PV,SOLAR-W,PLAN,CONV,HASKELL,WEST,12/1/2025, 200.0 
BUZIOS SOLAR,24INR0399,,PV,SOLAR-W,PLAN,CONV,MOTLEY,PANHANDLE,6/30/2026, 252.0 
CACHENA SOLAR SLF,23INR0027,,PV,SOLAR-O,PLAN,CONV,WILSON,SOUTH,4/29/2027, 600.0 
CALICHE MOUND SOLAR,23INR0056,,PV,SOLAR-W,PLAN,CONV,DEAF SMITH,PANHANDLE,8/28/2025, 408.2 
CANTALOUPE SOLAR,23INR0116,,PV,SOLAR-FW,PLAN,CONV,REEVES,WEST,7/1/2028, 303.1 
CASCADE SOLAR,23INR0091,,PV,SOLAR-O,PLAN,CONV,BRAZORIA,COASTAL,1/16/2026, 254.2 
CHARGER SOLAR,23INR0047,,PV,SOLAR-O,PLAN,CONV,REFUGIO,COASTAL,5/31/2025, 406.8 
COMPADRE SOLAR,24INR0023,,PV,SOLAR-O,PLAN,CONV,HILL,NORTH,12/25/2024, 406.1 
CRADLE SOLAR,23INR0150,,PV,SOLAR-O,PLAN,CONV,BRAZORIA,COASTAL,12/31/2025, 200.9 
CROWDED STAR SOLAR,20INR0241,,PV,SOLAR-W,PLAN,CONV,JONES,WEST,12/31/2025, 218.8 
CROWDED STAR SOLAR II,22INR0274,,PV,SOLAR-W,PLAN,CONV,JONES,WEST,1/26/2026, 190.2 
CUCHILLAS SOLAR,24INR0059,,PV,SOLAR-O,PLAN,CONV,WEBB,SOUTH,5/1/2026, 305.6 
DELILAH SOLAR 2,22INR0203,,PV,SOLAR-O,PLAN,CONV,LAMAR,NORTH,7/26/2025, 317.6 
DESERT VINE SOLAR,22INR0307,,PV,SOLAR-O,PLAN,CONV,ZAPATA,SOUTH,12/30/2026, 121.3 
DIAMONDBACK SOLAR,20INR0162,,PV,SOLAR-O,PLAN,CONV,STARR,SOUTH,12/31/2027, 201.6 
DIVER SOLAR,25INR0105,,PV,SOLAR-O,PLAN,CONV,LIMESTONE,NORTH,6/30/2026, 225.6 
DONEGAL SOLAR,23INR0089,,PV,SOLAR-W,PLAN,CONV,DICKENS,PANHANDLE,3/1/2027, 201.7 
DORADO SOLAR,22INR0261,,PV,SOLAR-W,PLAN,CONV,CALLAHAN,WEST,12/31/2025, 401.4 
DOVE RUN SOLAR,21INR0326,,PV,SOLAR-O,PLAN,CONV,DUVAL,SOUTH,7/31/2026, 120.9 
DR SOLAR,22INR0454,,PV,SOLAR-FW,PLAN,CONV,CULBERSON,WEST,12/15/2025, 36.0 
DRY CREEK SOLAR I,23INR0286,,PV,SOLAR-O,PLAN,CONV,RUSK,NORTH,1/1/2026, 201.1 
DUFFY SOLAR,23INR0057,,PV,SOLAR-O,PLAN,CONV,MATAGORDA,COASTAL,12/31/2027, 545.2 
EASTBELL MILAM SOLAR II,24INR0208,,PV,SOLAR-O,PLAN,CONV,MILAM,SOUTH,11/25/2024, 150.6 
ELDORA SOLAR,24INR0337,,PV,SOLAR-O,PLAN,CONV,MATAGORDA,COASTAL,6/30/2026, 200.9 
